species,year,decimalLatitude,decimalLongitude
Ariolimax buttoni,2023,38.058261,-122.844222
Ariolimax buttoni,2023,38.028606,-122.74427
Ariolimax buttoni,2023,38.063116,-122.849796
Ariolimax buttoni,2022,38.038783,-122.878884
Ariolimax buttoni,2023,38.05822,-122.844195
Ariolimax buttoni,2023,38.403314,-122.501717
Ariolimax buttoni,2023,38.535195,-123.002992
Ariolimax buttoni,2023,37.924787,-122.292105
Ariolimax buttoni,2023,37.946548,-122.572225
Ariolimax buttoni,2022,38.55033,-122.5232
Ariolimax buttoni,2023,37.849747,-122.195962
Ariolimax buttoni,2022,38.433465,-122.550818
Ariolimax buttoni,2021,38.499363,-123.086761
Ariolimax buttoni,2023,38.050755,-122.834452
Ariolimax buttoni,2019,38.505138,-123.070602
Ariolimax buttoni,2022,39.267558,-123.7873
Ariolimax buttoni,2021,38.576513,-123.318763
Ariolimax buttoni,2022,38.579053,-123.306122
Ariolimax buttoni,2023,37.901474,-122.243588
Ariolimax buttoni,2021,38.423377,-122.995173
Ariolimax buttoni,2021,38.500189,-123.086994
Ariolimax buttoni,2021,38.499717,-123.092689
Ariolimax buttoni,2016,39.718147,-123.652711
Ariolimax buttoni,2021,38.444078,-123.119239
Ariolimax buttoni,2023,37.797773,-122.160017
Ariolimax buttoni,2023,38.519388,-122.916313
Ariolimax buttoni,2023,38.20587,-122.758984
Ariolimax buttoni,2013,38.543844,-122.527376
Ariolimax buttoni,2023,38.205914,-122.758645
Ariolimax buttoni,2017,37.813477,-122.178608
Ariolimax buttoni,2023,38.205784,-122.75895
Ariolimax buttoni,2023,37.870798,-122.237843
Ariolimax buttoni,2022,38.742722,-122.952095
Ariolimax buttoni,2021,37.81681,-122.178826
Ariolimax buttoni,2022,38.412067,-123.015258
Ariolimax buttoni,2021,37.826553,-122.23883
Ariolimax buttoni,2022,38.206003,-122.761692
Ariolimax buttoni,2022,38.584718,-122.950455
Ariolimax buttoni,2021,38.580952,-123.293926
Ariolimax buttoni,2019,39.374642,-123.801063
Ariolimax buttoni,2021,38.104207,-120.318411
Ariolimax buttoni,2011,37.89702,-122.581118
Ariolimax buttoni,2021,37.57706,-121.845094
Ariolimax buttoni,2021,38.501558,-123.073065
Ariolimax buttoni,2022,37.897042,-122.574961
Ariolimax buttoni,2021,38.579709,-123.298085
Ariolimax buttoni,2019,37.79245,-122.178192
Ariolimax buttoni,2022,38.206389,-122.757775
Ariolimax buttoni,2018,37.998425,-122.499169
Ariolimax buttoni,2017,37.892972,-122.243225
Ariolimax buttoni,2019,38.57051,-122.68613
Ariolimax buttoni,2021,37.868702,-122.237053
Ariolimax buttoni,2021,37.938545,-122.562125
Ariolimax buttoni,2019,38.548337,-123.294357
Ariolimax buttoni,2021,37.859903,-122.581375
Ariolimax buttoni,2019,37.909602,-122.567726
Ariolimax buttoni,2019,38.02737,-122.826061
Ariolimax buttoni,2021,38.570613,-123.318283
Ariolimax buttoni,2021,38.279172,-120.305164
Ariolimax buttoni,2022,38.037155,-122.722795
Ariolimax buttoni,2022,38.028832,-122.739483
Ariolimax buttoni,2022,38.076008,-122.584013
Ariolimax buttoni,2021,38.700962,-123.093489
Ariolimax buttoni,2022,38.000706,-122.796745
Ariolimax buttoni,2021,38.729661,-123.339333
Ariolimax buttoni,2021,38.015998,-122.815711
Ariolimax buttoni,2022,38.93895,-122.649392
Ariolimax buttoni,2021,38.004377,-122.796653
Ariolimax buttoni,2021,39.517953,-120.992783
Ariolimax buttoni,2021,39.280619,-123.787444
Ariolimax buttoni,2021,38.063179,-122.872434
Ariolimax buttoni,2020,37.789202,-122.136185
Ariolimax buttoni,2019,38.052291,-122.836021
Ariolimax buttoni,2021,37.939286,-122.630299
Ariolimax buttoni,2021,37.902939,-122.169941
Ariolimax buttoni,2021,38.911605,-120.65963
Ariolimax buttoni,2021,37.919238,-122.281837
Ariolimax buttoni,2022,38.205814,-122.758647
Ariolimax buttoni,2021,39.111472,-120.942437
Ariolimax buttoni,2022,39.331572,-123.733467
Ariolimax buttoni,2022,38.564183,-123.3142
Ariolimax buttoni,2021,37.018258,-121.471283
Ariolimax buttoni,2021,39.409221,-123.809352
Ariolimax buttoni,2021,38.565541,-123.311181
Ariolimax buttoni,2021,38.518207,-123.241187
Ariolimax buttoni,2022,39.726831,-123.504878
Ariolimax buttoni,2019,37.946757,-122.75847
Ariolimax buttoni,2018,37.894005,-122.574813
Ariolimax buttoni,2021,38.57722,-123.333491
Ariolimax buttoni,2023,38.716444,-123.448097
Ariolimax buttoni,2022,38.044164,-122.82657
Ariolimax buttoni,2022,38.20574,-122.761156
Ariolimax buttoni,2021,39.280256,-123.78653
Ariolimax buttoni,2021,39.269817,-123.732179
Ariolimax buttoni,2022,38.029936,-122.802931
Ariolimax buttoni,2016,39.226159,-123.76246
Ariolimax buttoni,2021,39.440891,-122.851962
Ariolimax buttoni,2020,39.304578,-122.928566
Ariolimax buttoni,2021,39.373712,-123.810342
Ariolimax buttoni,2021,38.482218,-123.123287
Ariolimax buttoni,2022,37.832304,-122.500094
Ariolimax buttoni,2022,38.035774,-122.801065
Ariolimax buttoni,2022,38.030803,-122.809364
Ariolimax buttoni,2022,38.205822,-122.7592
Ariolimax buttoni,2021,39.460942,-123.790987
Ariolimax buttoni,2022,38.579649,-123.328636
Ariolimax buttoni,2023,38.099767,-122.636095
Ariolimax buttoni,2022,37.830995,-122.525642
Ariolimax buttoni,2022,38.412094,-123.014511
Ariolimax buttoni,2018,38.00425,-122.50177
Ariolimax buttoni,2018,39.358502,-123.814737
Ariolimax buttoni,2018,37.809678,-122.181687
Ariolimax buttoni,2022,38.034042,-122.725913
Ariolimax buttoni,2022,39.33165,-123.757753
Ariolimax buttoni,2019,37.92088,-122.543938
Ariolimax buttoni,2022,38.410766,-123.030897
Ariolimax buttoni,2022,38.409747,-123.024947
Ariolimax buttoni,2022,38.411742,-123.03074
Ariolimax buttoni,2021,37.882817,-122.568787
Ariolimax buttoni,2019,38.441703,-122.619758
Ariolimax buttoni,2022,38.542617,-123.004517
Ariolimax buttoni,2021,39.280425,-123.786698
Ariolimax buttoni,2020,37.789202,-122.136185
Ariolimax buttoni,2019,38.018654,-122.733491
Ariolimax buttoni,2013,38.570475,-122.421849
Ariolimax buttoni,2022,39.24525,-123.778691
Ariolimax buttoni,2022,38.409703,-123.022614
Ariolimax buttoni,2019,37.835637,-122.4973
Ariolimax buttoni,2021,37.882787,-122.568808
Ariolimax buttoni,2014,38.472758,-123.025892
Ariolimax buttoni,2018,37.814637,-122.185644
Ariolimax buttoni,2022,38.409558,-123.021233
Ariolimax buttoni,2018,37.810037,-122.182122
Ariolimax buttoni,2022,38.410172,-123.025772
Ariolimax buttoni,2019,38.703758,-123.437025
Ariolimax buttoni,2018,37.891765,-122.569288
Ariolimax buttoni,2022,37.080731,-121.802887
Ariolimax buttoni,2020,38.057547,-122.817368
Ariolimax buttoni,2019,38.688211,-122.794871
Ariolimax buttoni,2020,38.397942,-122.991325
Ariolimax buttoni,2017,38.37042,-122.505317
Ariolimax buttoni,2016,38.43334,-122.974713
Ariolimax buttoni,2016,38.434635,-122.97374
Ariolimax buttoni,2016,38.443183,-122.61529
Ariolimax buttoni,2019,38.333222,-122.600266
Ariolimax buttoni,2018,38.371132,-122.494925
Ariolimax buttoni,2016,38.369414,-122.502269
Ariolimax buttoni,2022,38.02084,-122.655057
Ariolimax buttoni,2020,38.342584,-122.597179
Ariolimax buttoni,2020,38.396349,-122.97016
Ariolimax buttoni,2019,38.581579,-123.325761
Ariolimax buttoni,2015,38.492057,-122.937252
Ariolimax buttoni,2018,38.688411,-123.425872
Ariolimax buttoni,2022,38.048444,-122.869423
Ariolimax buttoni,2017,38.514877,-122.983945
Ariolimax buttoni,2017,38.405398,-123.015509
Ariolimax buttoni,2016,38.431744,-122.973981
Ariolimax buttoni,2016,38.368421,-122.508143
Ariolimax buttoni,2019,38.338281,-122.597655
Ariolimax buttoni,2017,38.369012,-122.502065
Ariolimax buttoni,2019,38.36947,-122.501428
Ariolimax buttoni,2012,38.572875,-122.692894
Ariolimax buttoni,2019,38.429919,-123.047831
Ariolimax buttoni,2022,38.27515,-122.240303
Ariolimax buttoni,2022,38.596078,-123.323647
Ariolimax buttoni,2014,38.672988,-122.936351
Ariolimax buttoni,2017,38.435305,-122.973272
Ariolimax buttoni,2022,38.399065,-122.988386
Ariolimax buttoni,2018,38.699651,-123.434884
Ariolimax buttoni,2022,37.997021,-123.0152
Ariolimax buttoni,2017,38.370352,-122.503944
Ariolimax buttoni,2014,37.17199,-121.96896
Ariolimax buttoni,2014,38.57164,-122.68831
Ariolimax buttoni,2016,38.431019,-122.972876
Ariolimax buttoni,2016,38.368562,-122.508122
Ariolimax buttoni,2015,38.369464,-122.500756
Ariolimax buttoni,2022,38.354763,-123.001892
Ariolimax buttoni,2016,38.435343,-122.975003
Ariolimax buttoni,2022,38.650417,-123.366538
Ariolimax buttoni,2012,38.572557,-122.692895
Ariolimax buttoni,2017,38.700139,-122.900551
Ariolimax buttoni,2018,38.716057,-123.44385
Ariolimax buttoni,2016,38.369169,-122.501687
Ariolimax buttoni,2019,38.70073,-123.434137
Ariolimax buttoni,2016,38.368923,-122.500285
Ariolimax buttoni,2022,37.87325,-122.238875
Ariolimax buttoni,2020,39.497114,-121.217046
Ariolimax buttoni,2014,38.369548,-122.50296
Ariolimax buttoni,2021,37.084497,-121.792765
Ariolimax buttoni,2019,38.369422,-122.502245
Ariolimax buttoni,2017,38.36955,-122.503155
Ariolimax buttoni,2018,37.96834,-122.62419
Ariolimax buttoni,2022,38.04654,-122.831274
Ariolimax buttoni,2022,39.399364,-123.712875
Ariolimax buttoni,2020,38.258007,-120.385502
Ariolimax buttoni,2020,37.881297,-122.241417
Ariolimax buttoni,2022,37.873295,-122.238862
Ariolimax buttoni,2021,38.500188,-122.929809
Ariolimax buttoni,2020,38.409053,-122.089997
Ariolimax buttoni,2019,38.440773,-122.525037
Ariolimax buttoni,2020,38.037233,-122.805338
Ariolimax buttoni,2020,37.816713,-122.148155
Ariolimax buttoni,2020,39.881808,-121.612655
Ariolimax buttoni,2020,38.028103,-122.825887
Ariolimax buttoni,2020,38.019864,-122.814128
Ariolimax buttoni,2020,38.048636,-122.815673
Ariolimax buttoni,2020,38.047422,-122.822366
Ariolimax buttoni,2020,38.017815,-122.804091
Ariolimax buttoni,2020,37.915532,-121.946882
Ariolimax buttoni,2018,37.793117,-122.175225
Ariolimax buttoni,2020,37.924572,-122.302726
Ariolimax buttoni,2020,38.018101,-122.836003
Ariolimax buttoni,2020,38.047316,-122.803894
Ariolimax buttoni,2020,39.265346,-122.699677
Ariolimax buttoni,2020,37.895131,-122.701109
Ariolimax buttoni,2022,40.1886,-121.531687
Ariolimax buttoni,2020,37.891605,-122.21865
Ariolimax buttoni,2020,37.789108,-122.14489
Ariolimax buttoni,2016,38.368906,-122.497958
Ariolimax buttoni,2020,37.924737,-122.302033
Ariolimax buttoni,2020,38.886811,-120.395977
Ariolimax buttoni,2021,38.057199,-122.839906
Ariolimax buttoni,2020,37.807688,-122.170875
Ariolimax buttoni,2020,37.173613,-121.868133
Ariolimax buttoni,2021,38.054428,-122.809137
Ariolimax buttoni,2020,38.491639,-122.933425
Ariolimax buttoni,2020,38.048678,-122.879737
Ariolimax buttoni,2020,38.491925,-122.933692
Ariolimax buttoni,2020,38.491589,-122.933656
Ariolimax buttoni,2020,38.467196,-123.00622
Ariolimax buttoni,2021,38.046089,-122.876822
Ariolimax buttoni,2020,37.997453,-122.206383
Ariolimax buttoni,2020,38.616592,-122.845108
Ariolimax buttoni,2019,38.436127,-122.515224
Ariolimax buttoni,2021,37.278756,-122.07402
Ariolimax buttoni,2020,38.33827,-122.597275
Ariolimax buttoni,2020,38.332405,-123.04805
Ariolimax buttoni,2020,37.944397,-122.62822
Ariolimax buttoni,2020,38.898489,-123.146819
Ariolimax buttoni,2020,39.307372,-123.774747
Ariolimax buttoni,2018,38.093973,-122.867057
Ariolimax buttoni,2020,38.010005,-122.646267
Ariolimax buttoni,2020,38.044781,-122.80883
Ariolimax buttoni,2014,38.57075,-122.6851
Ariolimax buttoni,2022,39.30862,-122.927812
Ariolimax buttoni,2022,38.250225,-122.964387
Ariolimax buttoni,2020,37.892395,-122.613487
Ariolimax buttoni,2020,38.009436,-122.708866
Ariolimax buttoni,2022,37.072784,-122.080223
Ariolimax buttoni,2022,37.894347,-122.574745
Ariolimax buttoni,2021,38.050433,-122.881187
Ariolimax buttoni,2021,37.995684,-123.023006
Ariolimax buttoni,2018,37.929445,-122.53885
Ariolimax buttoni,2022,38.020467,-122.659606
Ariolimax buttoni,2018,38.046454,-122.878834
Ariolimax buttoni,2018,37.962715,-122.754305
Ariolimax buttoni,2022,37.904297,-122.579313
Ariolimax buttoni,2022,38.42371,-123.066957
Ariolimax buttoni,2016,38.369098,-122.500375
Ariolimax buttoni,2022,38.051472,-122.836013
Ariolimax buttoni,2019,38.369337,-122.502517
Ariolimax buttoni,2020,38.015057,-122.731703
Ariolimax buttoni,2017,38.082927,-122.871522
Ariolimax buttoni,2019,38.024314,-122.799317
Ariolimax buttoni,2018,38.468457,-123.016575
Ariolimax buttoni,2022,38.014846,-122.725412
Ariolimax buttoni,2016,38.059378,-122.841471
Ariolimax buttoni,2022,38.03277,-122.802345
Ariolimax buttoni,2022,38.035022,-122.881875
Ariolimax buttoni,2019,37.938124,-122.738482
Ariolimax buttoni,2022,37.897025,-122.63449
Ariolimax buttoni,2019,37.948197,-122.573447
Ariolimax buttoni,2019,38.070695,-122.856255
Ariolimax buttoni,2017,38.088781,-122.862512
Ariolimax buttoni,2017,38.040656,-122.87693
Ariolimax buttoni,2017,38.022113,-122.799521
Ariolimax buttoni,2022,37.898652,-122.579375
Ariolimax buttoni,2022,37.89757,-122.575201
Ariolimax buttoni,2019,38.018617,-122.732545
Ariolimax buttoni,2016,38.043211,-122.803005
Ariolimax buttoni,2017,38.042591,-122.876346
Ariolimax buttoni,2017,37.932289,-122.679588
Ariolimax buttoni,2019,38.469516,-123.018076
Ariolimax buttoni,2022,38.036807,-122.8023
Ariolimax buttoni,2016,38.369325,-122.502623
Ariolimax buttoni,2018,37.931472,-122.54374
Ariolimax buttoni,2019,38.074749,-122.851333
Ariolimax buttoni,2022,37.9399,-122.617158
Ariolimax buttoni,2019,38.028136,-122.733444
Ariolimax buttoni,2019,38.041146,-122.799074
Ariolimax buttoni,2020,37.992413,-122.513817
Ariolimax buttoni,2019,38.029533,-122.673155
Ariolimax buttoni,2022,38.037206,-122.807153
Ariolimax buttoni,2020,38.011178,-122.680787
Ariolimax buttoni,2016,38.043676,-122.863884
Ariolimax buttoni,2011,38.019427,-122.730331
Ariolimax buttoni,2022,37.881492,-122.574255
Ariolimax buttoni,2017,37.931674,-122.680013
Ariolimax buttoni,2022,39.481803,-121.228653
Ariolimax buttoni,2022,39.276262,-123.76577
Ariolimax buttoni,2016,38.468456,-123.016575
Ariolimax buttoni,2022,37.996651,-122.802157
Ariolimax buttoni,2022,37.891533,-122.569588
Ariolimax buttoni,2014,38.57164,-122.68831
Ariolimax buttoni,2019,38.056495,-122.618697
Ariolimax buttoni,2019,38.688081,-122.795289
Ariolimax buttoni,2016,38.36933,-122.502182
Ariolimax buttoni,2019,38.437695,-122.517166
Ariolimax buttoni,2016,38.311875,-123.050367
Ariolimax buttoni,2022,37.89275,-122.572563
Ariolimax buttoni,2020,38.550708,-122.999108
Ariolimax buttoni,2021,38.002936,-122.708681
Ariolimax buttoni,2020,37.893095,-122.565287
Ariolimax buttoni,2018,38.589719,-122.693444
Ariolimax buttoni,2018,38.036489,-122.825592
Ariolimax buttoni,2019,37.894713,-122.615546
Ariolimax buttoni,2012,38.573882,-122.71115
Ariolimax buttoni,2019,38.507722,-122.868453
Ariolimax buttoni,2016,38.432502,-122.972099
Ariolimax buttoni,2017,37.997201,-123.007285
Ariolimax buttoni,2017,38.36972,-122.502985
Ariolimax buttoni,2017,38.368987,-122.514472
Ariolimax buttoni,2017,38.440882,-122.977031
Ariolimax buttoni,2019,38.368888,-122.507888
Ariolimax buttoni,2022,37.898854,-122.5769
Ariolimax buttoni,2019,37.935201,-122.737115
Ariolimax buttoni,2016,38.092806,-122.88605
Ariolimax buttoni,2015,38.054731,-122.865397
Ariolimax buttoni,2022,37.91209,-122.581749
Ariolimax buttoni,2022,37.911705,-122.607688
Ariolimax buttoni,2022,37.930968,-122.550321
Ariolimax buttoni,2018,37.89703,-122.573442
Ariolimax buttoni,2019,37.826294,-122.49965
Ariolimax buttoni,2022,37.923326,-122.291814
Ariolimax buttoni,2022,38.00245,-122.797319
Ariolimax buttoni,2021,38.010228,-122.719589
Ariolimax buttoni,2020,37.898522,-122.61158
Ariolimax buttoni,2021,37.895504,-122.581184
Ariolimax buttoni,2018,38.020456,-122.661111
Ariolimax buttoni,2020,38.014469,-122.731345
Ariolimax buttoni,2017,37.960773,-122.724646
Ariolimax buttoni,2022,38.036878,-122.80693
Ariolimax buttoni,2018,37.951415,-122.75597
Ariolimax buttoni,2017,38.368354,-122.507171
Ariolimax buttoni,2021,37.920918,-122.555372
Ariolimax buttoni,2017,38.45991,-122.554149
Ariolimax buttoni,2016,38.433912,-122.974432
Ariolimax buttoni,2022,37.997248,-122.801837
Ariolimax buttoni,2014,38.472646,-123.026114
Ariolimax buttoni,2020,37.938771,-122.549097
Ariolimax buttoni,2021,39.445812,-123.792975
Ariolimax buttoni,2017,39.07466,-120.991606
Ariolimax buttoni,2020,38.369163,-122.502288
Ariolimax buttoni,2020,37.945777,-122.592261
Ariolimax buttoni,2020,37.944008,-122.595555
Ariolimax buttoni,2016,39.285083,-121.029039
Ariolimax buttoni,2020,37.818888,-122.148853
Ariolimax buttoni,2017,39.284591,-121.025507
Ariolimax buttoni,2019,37.939776,-122.657954
Ariolimax buttoni,2020,38.57674,-122.69057
Ariolimax buttoni,2020,37.853017,-122.53885
Ariolimax buttoni,2020,38.573768,-122.691621
Ariolimax buttoni,2016,39.904652,-121.622521
Ariolimax buttoni,2018,37.896173,-122.580774
Ariolimax buttoni,2020,38.53249,-123.002608
Ariolimax buttoni,2020,38.369208,-122.501367
Ariolimax buttoni,2020,37.816389,-122.180905
Ariolimax buttoni,2022,39.479436,-123.781818
Ariolimax buttoni,2020,37.968892,-122.264725
Ariolimax buttoni,2016,39.978687,-121.651201
Ariolimax buttoni,2019,38.572336,-123.315089
Ariolimax buttoni,2019,38.36945,-122.502888
Ariolimax buttoni,2020,38.020469,-122.734414
Ariolimax buttoni,2022,38.399619,-122.990005
Ariolimax buttoni,2016,37.89311,-121.876734
Ariolimax buttoni,2019,37.882392,-122.229538
Ariolimax buttoni,2018,37.872005,-122.538567
Ariolimax buttoni,2020,38.58807,-122.695328
Ariolimax buttoni,2020,38.585881,-122.690568
Ariolimax buttoni,2020,37.817967,-122.145561
Ariolimax buttoni,2020,37.75937,-122.116478
Ariolimax buttoni,2020,38.024025,-122.799295
Ariolimax buttoni,2019,38.379915,-122.89009
Ariolimax buttoni,2020,38.007242,-122.508103
Ariolimax buttoni,2020,38.369275,-122.502213
Ariolimax buttoni,2020,37.852612,-122.560378
Ariolimax buttoni,2020,38.543383,-123.001281
Ariolimax buttoni,2020,38.744178,-123.494635
Ariolimax buttoni,2020,38.57761,-122.6942
Ariolimax buttoni,2019,38.729829,-123.462896
Ariolimax buttoni,2020,38.369225,-122.501792
Ariolimax buttoni,2019,37.895443,-122.554142
Ariolimax buttoni,2020,38.595475,-122.618797
Ariolimax buttoni,2021,37.084081,-121.794563
Ariolimax buttoni,2019,37.888517,-122.234363
Ariolimax buttoni,2020,37.841202,-122.190749
Ariolimax buttoni,2019,38.016067,-122.846414
Ariolimax buttoni,2020,38.083964,-122.869886
Ariolimax buttoni,2022,37.893754,-122.574581
Ariolimax buttoni,2020,38.006533,-122.5085
Ariolimax buttoni,2020,39.27574,-123.745777
Ariolimax buttoni,2017,38.533227,-123.002947
Ariolimax buttoni,2013,38.680652,-122.802901
Ariolimax buttoni,2020,38.083964,-122.869886
Ariolimax buttoni,2020,39.277805,-123.761478
Ariolimax buttoni,2020,38.002809,-122.708713
Ariolimax buttoni,2020,38.0298,-122.804612
Ariolimax buttoni,2019,37.951641,-122.709017
Ariolimax buttoni,2019,37.934937,-122.74898
Ariolimax buttoni,2019,37.983307,-122.758127
Ariolimax buttoni,2019,38.035183,-122.826142
Ariolimax buttoni,2018,38.515761,-123.245877
Ariolimax buttoni,2017,37.95723,-122.573327
Ariolimax buttoni,2022,37.085516,-121.802399
Ariolimax buttoni,2022,37.084381,-121.794814
Ariolimax buttoni,2019,38.369438,-122.50328
Ariolimax buttoni,2022,39.276808,-123.780424
Ariolimax buttoni,2022,37.892886,-122.242944
Ariolimax buttoni,2022,39.275489,-123.768508
Ariolimax buttoni,2019,37.889708,-122.622305
Ariolimax buttoni,2021,38.517227,-122.913514
Ariolimax buttoni,2019,37.983307,-122.758127
Ariolimax buttoni,2017,39.161512,-123.142941
Ariolimax buttoni,2022,37.93158,-122.679588
Ariolimax buttoni,2022,37.910438,-122.26432
Ariolimax buttoni,2022,39.261012,-121.056481
Ariolimax buttoni,2019,38.579819,-123.327233
Ariolimax buttoni,2019,37.894363,-122.573207
Ariolimax buttoni,2019,38.019389,-122.778633
Ariolimax buttoni,2020,38.543336,-123.001358
Ariolimax buttoni,2019,37.900292,-122.582854
Ariolimax buttoni,2019,37.900688,-122.583394
Ariolimax buttoni,2019,38.02985,-122.812625
Ariolimax buttoni,2013,38.573557,-122.684541
Ariolimax buttoni,2019,38.018738,-122.777847
Ariolimax buttoni,2022,37.786659,-122.496146
Ariolimax buttoni,2022,38.379733,-122.971917
Ariolimax buttoni,2021,39.401048,-123.700135
Ariolimax buttoni,2016,39.859976,-121.626963
Ariolimax buttoni,2021,37.793675,-122.174438
Ariolimax buttoni,2019,37.908808,-122.264595
Ariolimax buttoni,2019,38.57099,-122.68684
Ariolimax buttoni,2017,37.998783,-122.801203
Ariolimax buttoni,2019,38.715906,-123.442391
Ariolimax buttoni,2019,37.870258,-122.543175
Ariolimax buttoni,2013,38.73524,-123.477143
Ariolimax buttoni,2022,38.419277,-122.956565
Ariolimax buttoni,2018,39.625145,-120.576692
Ariolimax buttoni,2019,37.936639,-122.63818
Ariolimax buttoni,2016,38.079414,-122.865822
Ariolimax buttoni,2020,38.016904,-122.803089
Ariolimax buttoni,2020,39.480611,-121.228332
Ariolimax buttoni,2020,38.048111,-122.757453
Ariolimax buttoni,2020,38.500809,-123.023374
Ariolimax buttoni,2020,37.954472,-122.572323
Ariolimax buttoni,2020,38.70797,-123.425925
Ariolimax buttoni,2020,37.87003,-122.244537
Ariolimax buttoni,2019,37.826247,-122.237337
Ariolimax buttoni,2020,37.856505,-122.202867
Ariolimax buttoni,2020,37.92399,-122.30376
Ariolimax buttoni,2020,37.877708,-122.23161
Ariolimax buttoni,2020,38.054195,-122.651463
Ariolimax buttoni,2020,37.916574,-122.278917
Ariolimax buttoni,2021,37.822967,-122.18013
Ariolimax buttoni,2020,37.862587,-122.516206
Ariolimax buttoni,2022,37.872933,-122.238836
Ariolimax buttoni,2022,39.276625,-123.749977
Ariolimax buttoni,2022,37.897546,-122.576012
Ariolimax buttoni,2020,38.019919,-122.810773
Ariolimax buttoni,2019,39.327525,-123.767708
Ariolimax buttoni,2020,38.016113,-122.801991
Ariolimax buttoni,2020,38.017305,-122.804667
Ariolimax buttoni,2022,37.873122,-122.238992
Ariolimax buttoni,2020,38.04551,-122.809499
Ariolimax buttoni,2020,37.981165,-122.583799
Ariolimax buttoni,2020,38.045495,-122.813016
Ariolimax buttoni,2018,38.592,-123.329406
Ariolimax buttoni,2020,37.915303,-122.272233
Ariolimax buttoni,2020,38.099514,-122.861444
Ariolimax buttoni,2022,38.399681,-122.992003
Ariolimax buttoni,2022,39.373313,-123.809928
Ariolimax buttoni,2022,39.248619,-123.779885
Ariolimax buttoni,2020,38.008144,-122.70349
Ariolimax buttoni,2020,38.018915,-122.833846
Ariolimax buttoni,2020,38.047288,-122.817474
Ariolimax buttoni,2018,38.394068,-123.094381
Ariolimax buttoni,2020,38.045857,-122.813061
Ariolimax buttoni,2019,37.830764,-122.526342
Ariolimax buttoni,2019,38.119083,-122.951155
Ariolimax buttoni,2020,37.234759,-122.064359
Ariolimax buttoni,2020,38.054626,-122.813717
Ariolimax buttoni,2019,38.037514,-122.804263
Ariolimax buttoni,2018,37.916805,-122.582537
Ariolimax buttoni,2020,38.017674,-122.77738
Ariolimax buttoni,2021,38.040928,-122.876778
Ariolimax buttoni,2019,38.449713,-123.115197
Ariolimax buttoni,2022,38.040962,-122.796155
Ariolimax buttoni,2020,37.895533,-122.248458
Ariolimax buttoni,2020,38.054335,-122.814071
Ariolimax buttoni,2020,37.833915,-122.486323
Ariolimax buttoni,2020,37.940887,-122.641137
Ariolimax buttoni,2020,37.89722,-122.253905
Ariolimax buttoni,2020,38.004727,-122.796362
Ariolimax buttoni,2019,38.576833,-123.325451
Ariolimax buttoni,2020,39.201395,-121.046154
Ariolimax buttoni,2014,37.93969,-122.658696
Ariolimax buttoni,2020,37.994567,-122.804431
Ariolimax buttoni,2020,37.790863,-122.140053
Ariolimax buttoni,2020,37.89917,-122.254587
Ariolimax buttoni,2017,38.006021,-122.666428
Ariolimax buttoni,2020,37.984092,-122.607912
Ariolimax buttoni,2020,38.059457,-122.876455
Ariolimax buttoni,2020,37.798225,-122.152655
Ariolimax buttoni,2020,38.026187,-122.784482
Ariolimax buttoni,2020,38.026108,-122.784666
Ariolimax buttoni,2020,37.899597,-122.556698
Ariolimax buttoni,2021,37.8903,-122.577317
Ariolimax buttoni,2019,38.054318,-122.814197
Ariolimax buttoni,2022,38.540875,-123.002997
Ariolimax buttoni,2016,37.821943,-122.18051
Ariolimax buttoni,2020,38.010843,-122.814899
Ariolimax buttoni,2020,38.034579,-122.801801
Ariolimax buttoni,2020,40.005197,-121.632693
Ariolimax buttoni,2020,38.006936,-122.614028
Ariolimax buttoni,2019,37.915517,-122.53965
Ariolimax buttoni,2020,38.013409,-122.817603
Ariolimax buttoni,2020,38.729879,-123.463531
Ariolimax buttoni,2020,38.011917,-122.517058
Ariolimax buttoni,2019,37.895276,-122.57612
Ariolimax buttoni,2020,37.796505,-122.1475
Ariolimax columbianus,2019,41.402619,-124.060136
Ariolimax columbianus,2019,40.775559,-124.145731
Ariolimax columbianus,2020,41.60838,-124.102578
Ariolimax columbianus,2018,40.790775,-124.018761
Ariolimax columbianus,2021,40.869637,-124.071761
Ariolimax columbianus,2019,41.405816,-124.064336
Ariolimax columbianus,2017,40.883709,-124.083649
Ariolimax columbianus,2020,40.874843,-124.050429
Ariolimax columbianus,2019,40.874731,-124.073601
Ariolimax columbianus,2021,40.87289,-124.067927
Ariolimax columbianus,2018,41.524368,-124.049567
Ariolimax columbianus,2021,40.878222,-124.076697
Ariolimax columbianus,2020,40.886937,-124.078719
Ariolimax columbianus,2019,41.065583,-124.149864
Ariolimax columbianus,2018,40.83729,-124.068323
Ariolimax columbianus,2020,40.879367,-124.0782
Ariolimax columbianus,2021,41.063902,-124.145239
Ariolimax columbianus,2021,41.366739,-124.010718
Ariolimax columbianus,2020,41.139572,-124.147728
Ariolimax columbianus,2020,40.877924,-124.075514
Ariolimax columbianus,2018,40.777189,-124.148274
Ariolimax columbianus,2017,41.325986,-124.037069
Ariolimax columbianus,2019,40.69157,-124.138122
Ariolimax columbianus,2020,41.796622,-124.08718
Ariolimax columbianus,2018,40.776288,-124.145865
Ariolimax columbianus,2018,40.777282,-124.148127
Ariolimax columbianus,2020,41.768863,-124.110336
Ariolimax columbianus,2020,41.058314,-124.143333
Ariolimax columbianus,2014,41.136467,-124.155222
